Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
2,3,4,6,7,11,12,14,16,25,Trying to adhere to the 2 troops for 1 vp but with some skew to capture 10 based on last time around.
0,0,0,3,10,21,29,22,11,4,Created a slightly skewed normal distribution centered on 7 then mapped 100 soldiers across that distribution!
1,3,7,9,12,8,24,30,3,3,
1,2,3,4,10,15,15,15,4,31,Last time it seems the top teams underrepresented castles 5-8. Zig when they zag and whatnot.
0,0,7,8,11,0,0,23,25,26,
4,7,10,14,17,22,26,0,0,0,Distributed proportionally-ish on the buckets (hopefully) most likely to get to 28
5,0,0,0,0,0,0,30,30,35,"28 points is a win, so that's all I'm going for. The Castle 1 victory is essential!"
2,2,2,2,2,22,22,22,22,2,Give me all those 1 troop castles. They are mine.
3,5,11,18,2,19,19,17,2,4,Already submitted but I think I typoed to have my totals over 100?
3,4,4,4,4,25,25,26,2,3,
2,2,2,11,2,21,1,28,1,30,"Step 1: Secure enough points (28) for the win with as few castles as necessary (4) to allow for largest deployments. Attempt mainly even numbered castles  - partially a gut feeling, partially so that a lost castle can be compensated with a few small ones more easily.
Step 2: Prevent a loss against an archenemy with a normal distribution of forces (10 at each castle) by using at least 11 at my primary targets.
Step 3: Place at least 1 in each lesser-targeted castle in case my archenemy doesn't attack it, but put 2 in the lower ones to increase the chance of scooping up extra points to offset a potential loss of a large castle.
Step 4: Bask in glory as I defeat a majority of the would-be warlords in Riddler Nation!
"
0,0,0,17,22,1,6,6,26,26,
0,1,1,1,17,20,2,26,29,3,
6,7,8,9,10,11,12,13,14,15,
1,1,6,10,12,12,15,16,13,14,Assumed a trend based on the first two events.  Added one solider more than the anticipated trend value to castles 4 through 10.  Put the minimum on Castles 1 and 2 and the remainder on Castle 3.  Crosses fingers.
0,0,5,15,5,10,20,20,25,0,I abandoned the first and last castles as not worth fighting over and focused on castles a little before and after the center that other teams might neglect.
1,1,1,1,1,17,18,19,20,21,"Token support on the least valuable castles.  Divide the remaining forces on the most valuable 5 castles, weighting the distribution of soldiers to the more valuable castles. "
1,3,5,7,9,10,12,14,16,23,"Trying to maintain approximately the same troop-to-score ratio for each castle (1.8 soldiers per point, rounded down), then threw my 5 left over soldiers into castle 10 to try and win the highest scoring castle."
1,6,6,15,6,6,6,6,42,6,"This strategy focuses on disrupting any focused deployment strategies that players may build based on previous winners. In previous editions of this game, 6 troops win most battles for most castles. So I should win anytime someone chooses to send a small number of troops. I'm also virtually guaranteed to win castles 4 and 9 due to my excessive forces in both locations. The result is that I will steal a castle from all players focused on either high value, or midrange castles, preventing them from winning one of the castles core to their strategy, while taking all of the castles they chose to ignore."
1,2,2,5,11,13,16,17,17,16,"I compiled the list of winning strategies from the first and second bouts, plus the median from the first, the mean from the first (weighted double), and the mean from the second (weighted triple). Then I picked an allotment that would win against around half of these for Castles 5, 6, and 7, and more than half for 8, 9, and 10. Then I fudged around with 7, 8, 9, and 10 so they formed a nice symmetric 16/17/17/16, and put a token remainder on Castles 1-4.  "
1,1,2,5,8,11,14,17,19,22,Diminishing returns
5,6,10,3,4,5,4,54,4,5,"Looked at past battles and picked the inflection point of diminishing returns, had like 50 troops left and threw them all at castle 8 which was highest point value with widest distribution"
0,0,0,0,0,100,0,0,0,0,All of the troops at the first castle higher than 5
2,3,4,20,23,13,4,7,0,24,Counter Strategy
4,3,5,9,8,14,15,15,14,14,Balanced towards the top but focused on winnable battles
0,1,17,25,10,9,9,9,6,0,I looked at old answers and fudged a little honestly.
2,4,7,10,12,2,27,28,4,4,"Slightly higher deployment from last time’s in castles 9-10. If people saw the last one and went for 3 soldiers to win it I win, if they didn't see it and behaved the same (average 2-3 soldiers) I still win"
1,2,2,11,11,11,8,18,18,18,Concentrate on the higher values with some randomness mixed in.
4,5,6,5,12,23,14,15,14,2,mystery
2,2,2,2,2,2,10,25,50,3,"I gave at least two to all the castles so I can try to bank some smaller points and I think if my opponent tries the same he'll probably only throw one out there. Then, I targeted Castle 9 with Castle 8 as a back up, in case they throw all of their points at 10. Then I stagger the rest I guess"
1,7,1,1,14,18,21,33,2,2,"Similar strategy to previous winners, adjusted numbers slightly for some variation"
2,3,5,6,7,15,14,15,16,17,"Tried to win castle 6, plus 2 of 7, 8, 9, 10 assuming that most contestants will go for 2 of 7, 8, 9, 10.  Then scatter enough on 1-5 to pick up some points there."
1,2,2,2,11,2,21,26,31,2,"Tried to win 7/8/9 in most cases, then need only 4 pts left for victory.  2 gaps help defeat all gap fillers of 1."
1,1,10,10,15,25,5,5,1,27,
2,5,5,9,11,10,26,28,2,2,"I looked at the first battle you had, added up the total on each castle for the top entries, then divided proportionally.  There seemed to be something vaguely bell-curve-derivative about the winners."
1,1,2,9,11,13,16,18,15,14,+1 to average May battles less on castles 1-3
2,4,5,7,9,11,13,15,16,18,Figured the most efficient distribution is 0.55 points per man.  Applied the ideal to to each castle and rounded to the closest whole number.
2,2,2,2,2,14,24,27,23,2,My plan would be to take 54.5% of the points possible and put 88% of them toward that in order to help secure as many points as possible in the 6-9 range. Then have 2 soldiers at each other castle to hopefully catch people who don't value the lower valued castles or assume they are going to lose Castle 10 and don't put anyone there.
0,0,0,0,0,0,26,32,42,0,"I only need to win 3 castles, assuming people focus on 10, I decided to ignore it an focus on the next three and then power creep 9 and 8 in case people had the same idea as I did."
1,4,1,1,1,1,23,1,28,39,"This is my second submisssion, I wanted to try a completely different strategy.  Here I aim to win 10, 9, 7 and 2 against many opponents, when that fails, I hope to win enough from the rest as I expect many entries to have several 0's and 1's."
1,4,6,7,12,3,27,33,3,4,"I need 28 points to win. Following the logic from previous iterations, I'm focusing on trying to secure 15 points from castles 7 and 8 while hoping to steal the remaining 13 points from winning 1 or 2 from castles 2-5 and 1 of castles 9 and 10."
0,0,3,7,10,14,18,21,18,9,"Zeroed out castle 1 and 2 since 3 points is small potatoes. Created a constraint that castle 3-10 had to be at least (Round One Median +1). Created 12 opponents, 5 winners from round 1, 5 winners from round 2, 2 opponents of my making. Used excel solver to maximize number of wins out of 12. Essentially creating an optimal solution to beat all 10 named winners with the additional requirement that each castle above castle 2 should be above the median and therefore more than 50% likely to be captured by me in any given game"
3,6,9,11,14,16,19,21,1,1,largely abandon 9 and 10 in order to increase distribution significantly above average for all other castles
2,2,7,10,16,22,29,4,4,4,win everything 7 and below and beat people sending 3 or less to high numbers.
0,1,2,2,15,15,18,19,22,5,Just trying to make sure it added to 100. Silver is Gold.
0,0,8,11,0,22,28,31,0,0,Strongly attacked with the most likely castles to reach 28.
5,8,8,20,13,5,3,18,18,4,"I noticed that there were waves and troughs in the data provided after the first game. Placing a number of soldiers just where a wave ends and trough begins seem to an optimal strategy, intuitively speaking. The first wave nearly always ended at 3, 5 or 8 so I placed corresponding numbers on all the castles. This gave me a leftover of 40 which I dumped on a small number of castles, aiming to catch some of the second wave on those."
0,0,0,0,23,24,25,0,28,0,
1,3,4,13,15,4,6,5,32,22,Based on number 2 last round with minor variations
0,0,9,11,21,18,18,0,0,23,Just kinda throwing some troops like the US Govt throws money at the army
0,5,5,3,23,23,27,11,1,2,"Decided to weigh 7-5 the heaviest, as they are accountable for a good chunk of points. Didn't want to lose 9 or 10 if they were abandoned, so I put a few there (but mostly empty). Then I concentrated some on 8 (expecting that it would be defended less than 5-7 but not as minimally as 9-10). The lower values were kind of chosen randomly."
4,8,8,10,12,12,12,18,20,1,Give up the ten and try to win the high middles
1,1,2,4,6,9,13,17,21,26,"it's a quadratic distribution of soldiers, and I like smooth curves"
0,0,17,0,0,0,29,23,2,29,"All-in on 3,7,8,10"
0,0,2,15,11,6,5,3,27,31,"I tried to place heavier in the 9 and 10 spot to guarantee more points and let the 1 and 2 spots go, as they provide minimal points.  I also sacrificed a chicken to Jobu."
0,8,9,10,13,15,20,0,25,0,"When you consider how many soldiers you spend for each point gained, from the previous data eight is the worst value, so should not be contested and ten is the best value, so I think many people will be trying to prioritize castle ten, so I just left it out. Victory doesn't come by contesting all the points but by being able to secure more than half of them. basically 49% of the points don't matter at all."
1,1,1,1,23,15,3,26,3,26,"Past winning strategies seemed to either focus on 7&8 or 9&10, so I've focused on the 10 and 8 to try to win the higher of each pair. Also previously neglected was 6, so I went for that as well, and went for the jugular on 5 since that pushes the total over the halfway mark points-wise. The others I put minimal investment in, though with 3 soldiers to the higher-end castles since 2's are common scouting forces."
1,3,3,3,5,5,10,10,30,30,I distributed them based on how important the castle was.
3,6,6,9,11,2,27,31,2,3,Trying to bet 1 more than what I believe the majority of people will do based on your historical data.
30,30,30,0,0,0,0,0,0,10,"As I expect many to choose low troop numbers for the top castles, I deploy many soldiers there in order to hopefully take those three. After that, only one point is needed to win, so I chose to attack castle 10 in hopes that it is the least guarded. This appears to be a reasonable strategy based on the previous distribution."
2,4,7,15,18,21,0,2,0,31,"I dunno, I tried to win all the battles I picked. My strategy does well against last time's winners and beats the average distribution, I guess."
